"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 24 17:04:46 GMT 2025","Fri Oct 24 17:04:46 GMT 2025","59","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","updateUser for non-existent user should return false","updateUser for non-existent user should return false",""
"passed","Fri Oct 24 17:04:45 GMT 2025","Fri Oct 24 17:04:46 GMT 2025","65","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","getAllUsers should return an empty list when no users exist","getAllUsers should return an empty list when no users exist",""
"passed","Fri Oct 24 17:04:46 GMT 2025","Fri Oct 24 17:04:46 GMT 2025","62","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","deleteUser should remove the user from database","deleteUser should remove the user from database",""
"passed","Fri Oct 24 17:05:05 GMT 2025","Fri Oct 24 17:05:06 GMT 2025","421","","com.distributed_messenger.unit.services.UserServiceUnitTest","","com.distributed_messenger.unit.services.UserServiceUnitTest","deleteUser should return true when repository succeeds","deleteUser should return true when repository succeeds",""
"passed","Fri Oct 24 17:04:46 GMT 2025","Fri Oct 24 17:04:46 GMT 2025","72","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","getUser with non-existent id should return null","getUser with non-existent id should return null",""
"passed","Fri Oct 24 17:08:43 GMT 2025","Fri Oct 24 17:08:49 GMT 2025","6020","","com.distributed_messenger.e2e.bdd.AuthenticationBehaviorSpec","","com.distributed_messenger.e2e.bdd.AuthenticationBehaviorSpec","And: аккаунт пользователя 'locker' в базе данных должен быть заблокирован","And: аккаунт пользователя 'locker' в базе данных должен быть заблокирован",""
"passed","Fri Oct 24 17:05:15 GMT 2025","Fri Oct 24 17:05:15 GMT 2025","82","","com.distributed_messenger.unit.services.FileServiceUnitTest","","com.distributed_messenger.unit.services.FileServiceUnitTest","getFile should return null when file does not exist","getFile should return null when file does not exist",""
"passed","Fri Oct 24 17:05:04 GMT 2025","Fri Oct 24 17:05:04 GMT 2025","30","","com.distributed_messenger.unit.services.BlockServiceUnitTest","","com.distributed_messenger.unit.services.BlockServiceUnitTest","blockUser without reason should work","blockUser without reason should work",""
"passed","Fri Oct 24 17:05:03 GMT 2025","Fri Oct 24 17:05:05 GMT 2025","1580","","com.distributed_messenger.unit.services.MessageServiceUnitTest","","com.distributed_messenger.unit.services.MessageServiceUnitTest","getMessageHistory should return empty list when no history exists","getMessageHistory should return empty list when no history exists",""
"passed","Fri Oct 24 17:07:32 GMT 2025","Fri Oct 24 17:07:36 GMT 2025","3364","","com.distributed_messenger.e2e.UserLifecycleE2ETest","","com.distributed_messenger.e2e.UserLifecycleE2ETest","userFullLifecycleScenarioCRUD","userFullLifecycleScenarioCRUD",""
"passed","Fri Oct 24 17:05:13 GMT 2025","Fri Oct 24 17:05:13 GMT 2025","41","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","deleteUser should remove user from the database","deleteUser should remove user from the database",""
"passed","Fri Oct 24 17:05:06 GMT 2025","Fri Oct 24 17:05:09 GMT 2025","3180","","com.distributed_messenger.unit.services.UserServiceUnitTest","","com.distributed_messenger.unit.services.UserServiceUnitTest","login should return RequiresTwoFactor for existing username","login should return RequiresTwoFactor for existing username",""
"passed","Fri Oct 24 17:04:45 GMT 2025","Fri Oct 24 17:04:45 GMT 2025","74","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","findByUsername should return correct user when exists","findByUsername should return correct user when exists",""
"passed","Fri Oct 24 17:04:46 GMT 2025","Fri Oct 24 17:04:46 GMT 2025","40","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","getUser with non-existent id should return null","getUser with non-existent id should return null",""
