"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 25 09:42:34 GMT 2025","Sat Oct 25 09:42:34 GMT 2025","75","","com.distributedMessenger.unit.services.ChatServiceUnitTest","","com.distributedMessenger.unit.services.ChatServiceUnitTest","joinChatNetwork should delegate call to p2pTransport","joinChatNetwork should delegate call to p2pTransport",""
"passed","Sat Oct 25 09:42:14 GMT 2025","Sat Oct 25 09:42:14 GMT 2025","56","","com.distributedMessenger.unit.repositories.FileRepositoryUnitTest","","com.distributedMessenger.unit.repositories.FileRepositoryUnitTest","getFilesByUser should return files only for the specified user","getFilesByUser should return files only for the specified user",""
"passed","Sat Oct 25 09:42:39 GMT 2025","Sat Oct 25 09:42:39 GMT 2025","15","","com.distributedMessenger.unit.services.UserServiceUnitTest","","com.distributedMessenger.unit.services.UserServiceUnitTest","updateUser should return true when user exists and is updated","updateUser should return true when user exists and is updated",""
"passed","Sat Oct 25 09:42:39 GMT 2025","Sat Oct 25 09:42:39 GMT 2025","9","","com.distributedMessenger.unit.services.UserServiceUnitTest","","com.distributedMessenger.unit.services.UserServiceUnitTest","updateUserRole should return false for non-existent user","updateUserRole should return false for non-existent user",""
"passed","Sat Oct 25 09:42:34 GMT 2025","Sat Oct 25 09:42:34 GMT 2025","216","","com.distributedMessenger.unit.services.ChatServiceUnitTest","","com.distributedMessenger.unit.services.ChatServiceUnitTest","createChat should call repository and return new chat id","createChat should call repository and return new chat id",""
"passed","Sat Oct 25 09:42:14 GMT 2025","Sat Oct 25 09:42:14 GMT 2025","52","","com.distributedMessenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributedMessenger.integration.repositories.UserRepositoryIntegrationTest","deleteUser should remove the user from database","deleteUser should remove the user from database",""
"passed","Sat Oct 25 09:42:39 GMT 2025","Sat Oct 25 09:42:39 GMT 2025","7","","com.distributedMessenger.unit.services.UserServiceUnitTest","","com.distributedMessenger.unit.services.UserServiceUnitTest","getUser should return user when user exists","getUser should return user when user exists",""
"passed","Sat Oct 25 09:42:13 GMT 2025","Sat Oct 25 09:42:13 GMT 2025","70","","com.distributedMessenger.unit.repositories.UserRepositoryUnitTest","","com.distributedMessenger.unit.repositories.UserRepositoryUnitTest","findByUsername should return correct user when exists","findByUsername should return correct user when exists",""
"passed","Sat Oct 25 09:42:35 GMT 2025","Sat Oct 25 09:42:35 GMT 2025","145","","com.distributedMessenger.unit.services.UserServiceUnitTest","","com.distributedMessenger.unit.services.UserServiceUnitTest","deleteUser should return true when repository succeeds","deleteUser should return true when repository succeeds",""
"passed","Sat Oct 25 09:42:38 GMT 2025","Sat Oct 25 09:42:38 GMT 2025","12","","com.distributedMessenger.unit.services.UserServiceUnitTest","","com.distributedMessenger.unit.services.UserServiceUnitTest","getAllUsers should return a list of users","getAllUsers should return a list of users",""
"passed","Sat Oct 25 09:42:40 GMT 2025","Sat Oct 25 09:42:41 GMT 2025","132","","com.distributedMessenger.unit.services.FileServiceUnitTest","","com.distributedMessenger.unit.services.FileServiceUnitTest","uploadFile should propagate exception when repository throws","uploadFile should propagate exception when repository throws",""
"passed","Sat Oct 25 09:42:34 GMT 2025","Sat Oct 25 09:42:35 GMT 2025","983","","com.distributedMessenger.unit.services.MessageServiceUnitTest","","com.distributedMessenger.unit.services.MessageServiceUnitTest","getMessageHistory should return empty list when no history exists","getMessageHistory should return empty list when no history exists",""
"passed","Sat Oct 25 09:42:34 GMT 2025","Sat Oct 25 09:42:34 GMT 2025","51","","com.distributedMessenger.unit.services.AppSettingsServiceUnitTest","","com.distributedMessenger.unit.services.AppSettingsServiceUnitTest","getSetting should return value when setting exists","getSetting should return value when setting exists",""
"passed","Sat Oct 25 09:42:39 GMT 2025","Sat Oct 25 09:42:39 GMT 2025","11","","com.distributedMessenger.unit.services.UserServiceUnitTest","","com.distributedMessenger.unit.services.UserServiceUnitTest","getUser should return null when user does not exist","getUser should return null when user does not exist",""
"passed","Sat Oct 25 09:45:42 GMT 2025","Sat Oct 25 09:45:48 GMT 2025","5816","","com.distributedMessenger.e2e.bdd.AuthenticationBehaviorSpec","","com.distributedMessenger.e2e.bdd.AuthenticationBehaviorSpec","And: аккаунт пользователя 'locker' в базе данных должен быть заблокирован","And: аккаунт пользователя 'locker' в базе данных должен быть заблокирован",""
"passed","Sat Oct 25 09:42:34 GMT 2025","Sat Oct 25 09:42:34 GMT 2025","14","","com.distributedMessenger.unit.services.AppSettingsServiceUnitTest","","com.distributedMessenger.unit.services.AppSettingsServiceUnitTest","updateSetting should propagate exception from repository","updateSetting should propagate exception from repository",""
"passed","Sat Oct 25 09:42:24 GMT 2025","Sat Oct 25 09:42:34 GMT 2025","9845","","com.distributedMessenger.unit.services.AppSettingsServiceUnitTest","","com.distributedMessenger.unit.services.AppSettingsServiceUnitTest","updateSetting should return false on failed update","updateSetting should return false on failed update",""
"passed","Sat Oct 25 09:42:14 GMT 2025","Sat Oct 25 09:42:14 GMT 2025","51","","com.distributedMessenger.unit.repositories.UserRepositoryUnitTest","","com.distributedMessenger.unit.repositories.UserRepositoryUnitTest","updateUser for non-existent user should return false","updateUser for non-existent user should return false",""
"passed","Sat Oct 25 09:42:36 GMT 2025","Sat Oct 25 09:42:36 GMT 2025","45","","com.distributedMessenger.unit.services.MessageServiceUnitTest","","com.distributedMessenger.unit.services.MessageServiceUnitTest","getMessageHistory should return list of history records","getMessageHistory should return list of history records",""
"passed","Sat Oct 25 09:42:35 GMT 2025","Sat Oct 25 09:42:36 GMT 2025","43","","com.distributedMessenger.unit.services.MessageServiceUnitTest","","com.distributedMessenger.unit.services.MessageServiceUnitTest","getMessage should return message when it exists","getMessage should return message when it exists",""
