"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 31 01:33:09 GMT 2025","Fri Oct 31 01:33:09 GMT 2025","8","","com.distributedMessenger.unit.services.MessageServiceUnitTest","","com.distributedMessenger.unit.services.MessageServiceUnitTest","getMessage should return null when it does not exist","getMessage should return null when it does not exist",""
"passed","Fri Oct 31 01:33:01 GMT 2025","Fri Oct 31 01:33:10 GMT 2025","8901","","com.distributedMessenger.integration.services.UserServiceIntegrationTest","","com.distributedMessenger.integration.services.UserServiceIntegrationTest","findByUserName should return user for existing username","findByUserName should return user for existing username",""
"passed","Fri Oct 31 01:33:08 GMT 2025","Fri Oct 31 01:33:08 GMT 2025","227","","com.distributedMessenger.unit.services.ChatServiceUnitTest","","com.distributedMessenger.unit.services.ChatServiceUnitTest","createChat should call repository and return new chat id","createChat should call repository and return new chat id",""
"passed","Fri Oct 31 01:32:43 GMT 2025","Fri Oct 31 01:32:52 GMT 2025","8421","","com.distributedMessenger.unit.repositories.ChatRepositoryUnitTest","","com.distributedMessenger.unit.repositories.ChatRepositoryUnitTest","getChatsByUser should return all chats for a specific user","getChatsByUser should return all chats for a specific user",""
"passed","Fri Oct 31 01:52:39 GMT 2025","Fri Oct 31 01:52:39 GMT 2025","93","","com.distributedMessenger.generatorreport.GeneratorReport","","com.distributedMessenger.generatorreport.GeneratorReport","tracingReport","tracingReport",""
"passed","Fri Oct 31 01:32:53 GMT 2025","Fri Oct 31 01:32:53 GMT 2025","35","","com.distributedMessenger.unit.repositories.UserRepositoryUnitTest","","com.distributedMessenger.unit.repositories.UserRepositoryUnitTest","getUser with non-existent id should return null","getUser with non-existent id should return null",""
"passed","Fri Oct 31 01:33:12 GMT 2025","Fri Oct 31 01:33:12 GMT 2025","32","","com.distributedMessenger.integration.services.UserServiceIntegrationTest","","com.distributedMessenger.integration.services.UserServiceIntegrationTest","deleteUser should remove user from the database","deleteUser should remove user from the database",""
"passed","Fri Oct 31 01:33:08 GMT 2025","Fri Oct 31 01:33:08 GMT 2025","29","","com.distributedMessenger.unit.services.BlockServiceUnitTest","","com.distributedMessenger.unit.services.BlockServiceUnitTest","unblockUser should return true when successful","unblockUser should return true when successful",""
"passed","Fri Oct 31 01:33:13 GMT 2025","Fri Oct 31 01:33:13 GMT 2025","8","","com.distributedMessenger.unit.services.UserServiceUnitTest","","com.distributedMessenger.unit.services.UserServiceUnitTest","getUser should return user when user exists","getUser should return user when user exists",""
"passed","Fri Oct 31 01:32:52 GMT 2025","Fri Oct 31 01:32:52 GMT 2025","152","","com.distributedMessenger.unit.repositories.MessageRepositoryUnitTest","","com.distributedMessenger.unit.repositories.MessageRepositoryUnitTest","addMessage should save a message and allow retrieval","addMessage should save a message and allow retrieval",""
"passed","Fri Oct 31 01:32:53 GMT 2025","Fri Oct 31 01:32:53 GMT 2025","43","","com.distributedMessenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributedMessenger.integration.repositories.UserRepositoryIntegrationTest","deleteUser for non-existent user should return false","deleteUser for non-existent user should return false",""
"passed","Fri Oct 31 01:32:52 GMT 2025","Fri Oct 31 01:32:52 GMT 2025","126","","com.distributedMessenger.unit.repositories.ChatRepositoryUnitTest","","com.distributedMessenger.unit.repositories.ChatRepositoryUnitTest","addChat should correctly save a chat","addChat should correctly save a chat",""
"passed","Fri Oct 31 01:33:09 GMT 2025","Fri Oct 31 01:33:09 GMT 2025","9","","com.distributedMessenger.unit.services.BlockServiceUnitTest","","com.distributedMessenger.unit.services.BlockServiceUnitTest","unblockUser should return false when repository fails","unblockUser should return false when repository fails",""
"passed","Fri Oct 31 01:33:14 GMT 2025","Fri Oct 31 01:33:14 GMT 2025","9","","com.distributedMessenger.unit.services.FileServiceUnitTest","","com.distributedMessenger.unit.services.FileServiceUnitTest","getUserFiles should return an empty list when user has no files","getUserFiles should return an empty list when user has no files",""
"passed","Fri Oct 31 01:32:52 GMT 2025","Fri Oct 31 01:32:53 GMT 2025","109","","com.distributedMessenger.unit.repositories.MessageHistoryRepositoryUnitTest","","com.distributedMessenger.unit.repositories.MessageHistoryRepositoryUnitTest","getHistoryForMessage for a message with no history should return an empty list","getHistoryForMessage for a message with no history should return an empty list",""
"passed","Fri Oct 31 01:32:52 GMT 2025","Fri Oct 31 01:32:52 GMT 2025","121","","com.distributedMessenger.unit.repositories.AppSettingsRepositoryUnitTest","","com.distributedMessenger.unit.repositories.AppSettingsRepositoryUnitTest","initializeDefaultSettings should populate db only if it is empty","initializeDefaultSettings should populate db only if it is empty",""
"passed","Fri Oct 31 01:33:12 GMT 2025","Fri Oct 31 01:33:12 GMT 2025","32","","com.distributedMessenger.integration.services.UserServiceIntegrationTest","","com.distributedMessenger.integration.services.UserServiceIntegrationTest","updateUserRole should change role in the database","updateUserRole should change role in the database",""
"passed","Fri Oct 31 01:35:25 GMT 2025","Fri Oct 31 01:35:29 GMT 2025","4436","","com.distributedMessenger.e2e.UserLifecycleE2ETest","","com.distributedMessenger.e2e.UserLifecycleE2ETest","userFullLifecycleScenarioCRUD","userFullLifecycleScenarioCRUD",""
"passed","Fri Oct 31 01:33:14 GMT 2025","Fri Oct 31 01:33:14 GMT 2025","81","","com.distributedMessenger.unit.services.FileServiceUnitTest","","com.distributedMessenger.unit.services.FileServiceUnitTest","getFile should return null when file does not exist","getFile should return null when file does not exist",""
"passed","Fri Oct 31 01:33:14 GMT 2025","Fri Oct 31 01:33:14 GMT 2025","259","","com.distributedMessenger.unit.services.FileServiceUnitTest","","com.distributedMessenger.unit.services.FileServiceUnitTest","getUserFiles should return a list of files for a user","getUserFiles should return a list of files for a user",""
"passed","Fri Oct 31 01:32:52 GMT 2025","Fri Oct 31 01:32:52 GMT 2025","93","","com.distributedMessenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributedMessenger.integration.repositories.UserRepositoryIntegrationTest","findByUsername should return correct user when exists","findByUsername should return correct user when exists",""
