"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 23 00:11:43 GMT 2025","Thu Oct 23 00:11:43 GMT 2025","39","","com.distributed_messenger.unit.services.MessageServiceUnitTest","","com.distributed_messenger.unit.services.MessageServiceUnitTest","getMessage should return message when it exists","getMessage should return message when it exists",""
"passed","Thu Oct 23 00:11:22 GMT 2025","Thu Oct 23 00:11:22 GMT 2025","117","","com.distributed_messenger.unit.repositories.ChatRepositoryUnitTest","","com.distributed_messenger.unit.repositories.ChatRepositoryUnitTest","getChat for non-existent id should return null","getChat for non-existent id should return null",""
"passed","Thu Oct 23 00:11:44 GMT 2025","Thu Oct 23 00:11:44 GMT 2025","14","","com.distributed_messenger.unit.services.MessageServiceUnitTest","","com.distributed_messenger.unit.services.MessageServiceUnitTest","deleteMessage should return false when deletion fails","deleteMessage should return false when deletion fails",""
"passed","Thu Oct 23 00:11:46 GMT 2025","Thu Oct 23 00:11:46 GMT 2025","27","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","getUser should return user for existing id","getUser should return user for existing id",""
"passed","Thu Oct 23 00:11:14 GMT 2025","Thu Oct 23 00:11:22 GMT 2025","8256","","com.distributed_messenger.unit.repositories.AppSettingsRepositoryUnitTest","","com.distributed_messenger.unit.repositories.AppSettingsRepositoryUnitTest","updateSetting with invalid value should throw IllegalArgumentException","updateSetting with invalid value should throw IllegalArgumentException",""
"passed","Thu Oct 23 00:13:40 GMT 2025","Thu Oct 23 00:13:43 GMT 2025","3631","","com.distributed_messenger.e2e.bdd.AuthenticationBehaviorSpec","","com.distributed_messenger.e2e.bdd.AuthenticationBehaviorSpec","Then: вход должен провалиться","Then: вход должен провалиться",""
"passed","Thu Oct 23 00:11:23 GMT 2025","Thu Oct 23 00:11:23 GMT 2025","131","","com.distributed_messenger.unit.repositories.MessageHistoryRepositoryUnitTest","","com.distributed_messenger.unit.repositories.MessageHistoryRepositoryUnitTest","getHistoryForMessage for a message with no history should return an empty list","getHistoryForMessage for a message with no history should return an empty list",""
"passed","Thu Oct 23 00:11:23 GMT 2025","Thu Oct 23 00:11:23 GMT 2025","70","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","deleteUser should remove the user from database","deleteUser should remove the user from database",""
"passed","Thu Oct 23 00:11:23 GMT 2025","Thu Oct 23 00:11:23 GMT 2025","70","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","updateUser for non-existent user should return false","updateUser for non-existent user should return false",""
"passed","Thu Oct 23 00:14:06 GMT 2025","Thu Oct 23 00:14:14 GMT 2025","8070","","com.distributed_messenger.e2e.bdd.AuthenticationBehaviorSpec","","com.distributed_messenger.e2e.bdd.AuthenticationBehaviorSpec","Then: последняя попытка должна вернуть результат блокировки","Then: последняя попытка должна вернуть результат блокировки",""
"passed","Thu Oct 23 00:11:49 GMT 2025","Thu Oct 23 00:11:49 GMT 2025","10","","com.distributed_messenger.unit.services.FileServiceUnitTest","","com.distributed_messenger.unit.services.FileServiceUnitTest","getUserFiles should return an empty list when user has no files","getUserFiles should return an empty list when user has no files",""
